52971,116,-116.3533836,43.63425327
1472471,116,-117.0012689,43.89114149
1709641,116,-114.5237967,42.72379928
3495827,116,-116.8740269,43.94903786
3791266,116,-116.3866853,43.60284214
4392862,116,-112.3536979,43.19223594
5516043,116,-116.7598612,43.9697245
5623992,115,-117.0322169,44.29109294
6477637,115,-116.3139616,43.68500011
6802001,116,-116.2725683,43.60315437
7663120,116,-114.5515483,42.56472416
8372827,116,-117.378105,44.01184463
8721643,116,-116.3517353,43.58322705
10917224,113,-116.280442,43.65222091
11263257,116,-116.3811886,43.60710835
12333730,115,-112.849025,42.98699461
12451331,115,-116.9685771,44.20984245
12969125,116,-116.2743117,43.66638543
14748387,116,-116.3011937,43.60868775
14929427,82,-114.6029784,42.50560376
15927356,116.88,-116.2650703,43.61516512
18019614,115,-114.2092738,42.61328012
18977171,116,-116.2441979,43.60463247
19291292,116,-116.383203,43.62103039
20451954,116,-118.1928167,44.43856907
20462271,116,-116.3928886,43.60080413
20608632,115,-116.9942162,43.8240956
21821658,114,-115.4614088,42.93012972
22396961,115,-112.31596,43.22254548
22899791,114,-116.7706102,43.4587423
25009028,115,-116.9846818,44.03157363
25217792,115,-114.441114,42.54890396
25373069,116,-116.7478096,43.59616028
27202578,116,-116.9593134,44.20981448
27764635,116,-113.9716783,42.69335771
27782295,80,-113.87768,45.14248792
27854084,116,-116.265221,43.63871416
29161332,116,-112.4471084,42.86897039
30018966,116,-114.52083,42.61973745
30023473,116,-112.3909083,43.20880398
32646780,114,-116.1887967,43.56991643
33109824,115,-116.4158283,43.62025367
33982344,116,-116.3771286,43.61188198
35000429,115,-116.9226518,44.02817803
35257155,116,-116.3824253,43.60543568
37744586,116,-116.6432302,43.6314611
38917372,116,-112.4329378,43.24133001
39917912,116,-116.2525033,43.64156499
41943728,114,-112.8977717,42.91985647
43195505,116,-116.3152833,43.59108126
44683838,115,-116.7493849,43.54533093
46658018,116,-117.8126902,44.4987611
48895484,116,-116.2814937,43.61951375
50733190,116,-116.3753538,43.6202579
55296647,116,-116.3133651,43.5883834
56317985,116,-116.8345893,43.5862691
57269660,115,-116.9274154,43.61423323
57998066,115,-116.940905,44.024761
58127608,116,-115.7026372,43.12750146
59718232,116,-116.2396187,43.62203456
59778001,116,-116.1783491,43.59514478
60599952,116,-114.36858,43.69127787
60694635,116,-116.4141803,43.49753143
60720792,114,-116.7768174,43.65763429
61220866,116,-116.3786074,43.61946132
62042463,115,-112.4407128,42.85854596
63869551,116,-116.1839893,43.58602513
65204543,115,-116.3538658,43.62425267
65382903,114,-116.9080476,44.03975003
65725011,116,-116.353492,43.63572897
67256975,111.3333333,-114.7559774,42.59662595
68212984,116,-116.5917561,43.56833721
72425332,116,-114.4617648,42.57303146
73095068,116,-117.0944027,44.26705932
73627200,116,-116.4076146,43.60786215
74729208,114,-114.5241167,42.72446077
75579398,115,-116.5914067,43.61029493
76521932,112,-116.9492324,43.94887542
77743657,115,-116.9938417,44.02437411
79938564,116,-116.2282919,43.55826837
80141867,116,-116.1760987,43.59718989
83271612,116,-112.8349817,42.7916214
84191907,114,-116.596035,43.60184443
86125024,115,-116.8680067,43.66562976
86246038,116,-116.9186348,44.31092599
87209029,116.63,-116.2020748,43.61690747
87263236,116,-116.9837717,44.02318263
87292159,115,-116.3537744,43.62428877
89469137,115,-116.2685046,43.64638226
89495577,116,-112.4498604,42.87250342
90130573,115,-116.5006594,43.88438588
90285587,116,-116.099782,43.75510454
90311720,115,-112.4594967,42.87947706
90694391,116,-116.5543564,43.58411487
90936552,116,-116.3035246,43.60790843
91348830,116,-116.6125017,43.6412189
91576470,116,-116.5590436,43.60784295
92696315,115,-116.1729661,43.58104897
96041910,116,-116.2377653,43.62217827
96258505,116,-116.2819367,43.6517661
